date,PGTM,station,PRCP,SNOW,SNWD,TMAX,TMIN,WT08,WT01,WT16,WT18,WT03,TSUN,WT02,WT05,AWND,FMTM,WDF2,WSF2,WT13,TAVG,WDF5,WSF5,WT07
1969-10-07T00:00:00,1042.0,GHCND:USW00013743,0.06,0.0,0.0,79.0,59.0,,,1.0,,,252.0,,,,,,,,,,,
1969-10-08T00:00:00,0.0,GHCND:USW00013743,0.32,0.0,0.0,71.0,60.0,,1.0,1.0,,,204.0,,,,,,,,,,,
1969-10-09T00:00:00,1712.0,GHCND:USW00013743,0.0,0.0,0.0,75.0,53.0,1.0,1.0,,,,672.0,,,,,,,,,,,
1969-10-10T00:00:00,1400.0,GHCND:USW00013743,0.0,0.0,0.0,75.0,50.0,1.0,1.0,,,,690.0,,,,,,,,,,,
1969-10-11T00:00:00,1700.0,GHCND:USW00013743,0.0,0.0,0.0,77.0,53.0,1.0,1.0,,,,420.0,,,,,,,,,,,
1969-10-12T00:00:00,1600.0,GHCND:USW00013743,0.0,0.0,0.0,81.0,59.0,1.0,1.0,,,,588.0,,,,,,,,,,,
1969-10-13T00:00:00,1618.0,GHCND:USW00013743,0.0,0.0,0.0,80.0,59.0,1.0,1.0,1.0,,,192.0,,,,,,,,,,,
1969-10-14T00:00:00,1300.0,GHCND:USW00013743,0.0,0.0,0.0,77.0,52.0,1.0,1.0,,,,126.0,,,,,,,,,,,
1969-10-15T00:00:00,100.0,GHCND:USW00013743,0.0,0.0,0.0,65.0,45.0,,,,,,672.0,,,,,,,,,,,
1969-10-16T00:00:00,1312.0,GHCND:USW00013743,0.0,0.0,0.0,70.0,43.0,1.0,,1.0,,,426.0,,,,,,,,,,,
1969-10-17T00:00:00,1506.0,GHCND:USW00013743,0.0,0.0,0.0,66.0,42.0,,,,,,432.0,,,,,,,,,,,
1969-10-18T00:00:00,1442.0,GHCND:USW00013743,0.0,0.0,0.0,65.0,39.0,,,,,,666.0,,,,,,,,,,,
1969-10-19T00:00:00,1524.0,GHCND:USW00013743,0.0,0.0,0.0,75.0,49.0,,,,,,462.0,,,,,,,,,,,
1969-10-20T00:00:00,1818.0,GHCND:USW00013743,0.0,0.0,0.0,86.0,52.0,1.0,,,,,564.0,,,,,,,,,,,
1969-10-21T00:00:00,506.0,GHCND:USW00013743,0.01,0.0,0.0,74.0,49.0,,,1.0,,,642.0,,,,,,,,,,,
1969-10-22T00:00:00,1318.0,GHCND:USW00013743,0.0,0.0,0.0,68.0,44.0,,,,,,498.0,,,,,,,,,,,
1969-10-23T00:00:00,0.0,GHCND:USW00013743,0.0,0.0,0.0,51.0,33.0,,,,,,654.0,,,,,,,,,,,
1969-10-24T00:00:00,1618.0,GHCND:USW00013743,0.0,0.0,0.0,52.0,29.0,,,,,,630.0,,,,,,,,,,,
1969-10-25T00:00:00,148.0,GHCND:USW00013743,0.0,0.0,0.0,58.0,36.0,,,,,,174.0,,,,,,,,,,,
1969-10-26T00:00:00,1718.0,GHCND:USW00013743,0.0,0.0,0.0,66.0,36.0,1.0,1.0,,,,258.0,,,,,,,,,,,
1969-10-27T00:00:00,1800.0,GHCND:USW00013743,0.12,0.0,0.0,67.0,45.0,1.0,1.0,1.0,,,246.0,1.0,,,,,,,,,,
1969-10-28T00:00:00,1318.0,GHCND:USW00013743,0.0,0.0,0.0,58.0,39.0,,,,,,570.0,,,,,,,,,,,
1969-10-29T00:00:00,906.0,GHCND:USW00013743,0.0,0.0,0.0,56.0,36.0,,,,,,636.0,,,,,,,,,,,
1969-10-30T00:00:00,1142.0,GHCND:USW00013743,0.0,0.0,0.0,62.0,32.0,1.0,,,,,636.0,,,,,,,,,,,
1969-10-31T00:00:00,2036.0,GHCND:USW00013743,0.0,0.0,0.0,66.0,38.0,1.0,1.0,,,,318.0,1.0,,,,,,,,,,
1969-11-01T00:00:00,1254.0,GHCND:USW00013743,0.0,0.0,0.0,66.0,53.0,,,1.0,,,48.0,,,,,,,,,,,
1969-11-02T00:00:00,642.0,GHCND:USW00013743,0.3,0.0,0.0,65.0,59.0,,1.0,1.0,,,30.0,,,,,,,,,,,
1969-11-03T00:00:00,2330.0,GHCND:USW00013743,0.0,0.0,0.0,73.0,58.0,1.0,1.0,1.0,,,174.0,,,,,,,,,,,
1969-11-04T00:00:00,36.0,GHCND:USW00013743,0.0,0.0,0.0,61.0,47.0,,,,,,360.0,,,,,,,,,,,
1969-11-05T00:00:00,1200.0,GHCND:USW00013743,0.0,0.0,0.0,55.0,43.0,,,1.0,,,228.0,,,,,,,,,,,
1969-11-06T00:00:00,24.0,GHCND:USW00013743,0.01,0.0,0.0,54.0,43.0,,,1.0,,,0.0,,,,,,,,,,,
1969-11-07T00:00:00,1600.0,GHCND:USW00013743,0.0,0.0,0.0,54.0,43.0,,,1.0,,,18.0,,,,,,,,,,,
1969-11-08T00:00:00,1924.0,GHCND:USW00013743,0.41,0.0,0.0,50.0,44.0,,1.0,1.0,,,0.0,,,,,,,,,,,
1969-11-09T00:00:00,1212.0,GHCND:USW00013743,0.11,0.0,0.0,58.0,46.0,,1.0,1.0,,,12.0,,,,,,,,,,,
1969-11-10T00:00:00,1048.0,GHCND:USW00013743,0.0,0.0,0.0,63.0,50.0,,,,,,342.0,,,,,,,,,,,
1969-11-11T00:00:00,1130.0,GHCND:USW00013743,0.0,0.0,0.0,64.0,45.0,1.0,,,,,354.0,,,,,,,,,,,
1969-11-12T00:00:00,1948.0,GHCND:USW00013743,0.15,0.0,0.0,55.0,44.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,
1969-11-13T00:00:00,2342.0,GHCND:USW00013743,0.0,0.0,0.0,54.0,37.0,,,1.0,,,438.0,,,,,,,,,,,
1969-11-14T00:00:00,1624.0,GHCND:USW00013743,0.41,0.0,0.0,56.0,37.0,,,1.0,,1.0,12.0,,1.0,,,,,,,,,
1969-11-15T00:00:00,148.0,GHCND:USW00013743,0.0,0.0,0.0,39.0,30.0,,,,,,468.0,,,,,,,,,,,
1969-11-16T00:00:00,1424.0,GHCND:USW00013743,0.0,0.0,0.0,52.0,28.0,,,,,,594.0,,,,,,,,,,,
1969-11-17T00:00:00,1048.0,GHCND:USW00013743,0.0,0.0,0.0,59.0,32.0,1.0,,,,,414.0,,,,,,,,,,,
1969-11-18T00:00:00,1330.0,GHCND:USW00013743,0.0,0.0,0.0,63.0,34.0,1.0,1.0,,,,420.0,,,,,,,,,,,
1969-11-19T00:00:00,1806.0,GHCND:USW00013743,0.99,0.0,0.0,65.0,37.0,,1.0,1.0,,,24.0,,,,,,,,,,,
1969-11-20T00:00:00,1518.0,GHCND:USW00013743,0.0,0.0,0.0,44.0,31.0,,,,,,522.0,,,,,,,,,,,
1969-11-21T00:00:00,1300.0,GHCND:USW00013743,0.0,0.0,0.0,38.0,27.0,,,,,,540.0,,,,,,,,,,,
1969-11-22T00:00:00,1218.0,GHCND:USW00013743,0.0,0.0,0.0,49.0,25.0,,,,,,516.0,,,,,,,,,,,
1969-11-23T00:00:00,1354.0,GHCND:USW00013743,0.0,0.0,0.0,68.0,29.0,,,,,,414.0,,,,,,,,,,,
1969-11-24T00:00:00,1006.0,GHCND:USW00013743,0.0,0.0,0.0,61.0,36.0,,,,,,546.0,,,,,,,,,,,
1969-11-25T00:00:00,1100.0,GHCND:USW00013743,0.0,0.0,0.0,56.0,30.0,1.0,1.0,,,,588.0,,,,,,,,,,,
1969-11-26T00:00:00,1000.0,GHCND:USW00013743,0.01,0.0,0.0,56.0,37.0,1.0,1.0,1.0,,,486.0,,,,,,,,,,,
1969-11-27T00:00:00,1724.0,GHCND:USW00013743,0.0,0.0,0.0,50.0,29.0,1.0,,,,,132.0,,,,,,,,,,,
1969-11-28T00:00:00,630.0,GHCND:USW00013743,0.0,0.0,0.0,54.0,37.0,1.0,,,,,462.0,,,,,,,,,,,
1969-11-29T00:00:00,2024.0,GHCND:USW00013743,0.0,0.0,0.0,51.0,30.0,1.0,1.0,,,,540.0,,,,,,,,,,,
1969-11-30T00:00:00,1712.0,GHCND:USW00013743,0.0,0.0,0.0,45.0,32.0,,,,1.0,,252.0,,,,,,,,,,,
1969-12-01T00:00:00,1948.0,GHCND:USW00013743,0.0,0.0,0.0,50.0,31.0,,,1.0,,,168.0,,,,,,,,,,,
1969-12-02T00:00:00,400.0,GHCND:USW00013743,0.0,0.0,0.0,40.0,25.0,,,,,,546.0,,,,,,,,,,,
1969-12-03T00:00:00,1700.0,GHCND:USW00013743,0.0,0.0,0.0,50.0,25.0,,,1.0,1.0,,270.0,,,,,,,,,,,
1969-12-04T00:00:00,1224.0,GHCND:USW00013743,0.0,0.0,0.0,38.0,26.0,,,,,,456.0,,,,,,,,,,,
1969-12-05T00:00:00,1118.0,GHCND:USW00013743,0.0,0.0,0.0,45.0,28.0,,,,1.0,,558.0,,,,,,,,,,,
1969-12-06T00:00:00,30.0,GHCND:USW00013743,0.0,0.0,0.0,46.0,25.0,,,,,,474.0,,,,,,,,,,,
1969-12-07T00:00:00,1642.0,GHCND:USW00013743,0.99,0.3,0.0,47.0,32.0,1.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,
1969-12-08T00:00:00,354.0,GHCND:USW00013743,0.0,0.0,0.0,46.0,39.0,,1.0,1.0,,,0.0,,,,,,,,,,,
1969-12-09T00:00:00,1024.0,GHCND:USW00013743,0.0,0.0,0.0,47.0,34.0,1.0,1.0,,,,0.0,,,,,,,,,,,
1969-12-10T00:00:00,1748.0,GHCND:USW00013743,1.45,0.0,0.0,57.0,39.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,
1969-12-11T00:00:00,1254.0,GHCND:USW00013743,0.0,0.0,0.0,59.0,39.0,,,,,,300.0,,,,,,,,,,,
1969-12-12T00:00:00,1800.0,GHCND:USW00013743,0.0,0.0,0.0,48.0,33.0,,,,,,0.0,,,,,,,,,,,
1969-12-13T00:00:00,954.0,GHCND:USW00013743,0.0,0.0,0.0,40.0,30.0,,,,,,528.0,,,,,,,,,,,
1969-12-14T00:00:00,1742.0,GHCND:USW00013743,0.13,0.3,0.0,48.0,34.0,1.0,,1.0,1.0,,162.0,,,,,,,,,,,
1969-12-15T00:00:00,954.0,GHCND:USW00013743,0.0,0.0,0.0,46.0,35.0,,,,1.0,,126.0,,,,,,,,,,,
1969-12-16T00:00:00,900.0,GHCND:USW00013743,0.0,0.0,0.0,38.0,28.0,,,,1.0,,438.0,,,,,,,,,,,
1969-12-17T00:00:00,1142.0,GHCND:USW00013743,0.0,0.0,0.0,39.0,26.0,,,,,,468.0,,,,,,,,,,,
1969-12-18T00:00:00,1336.0,GHCND:USW00013743,0.0,0.0,0.0,40.0,23.0,1.0,,,1.0,,108.0,,,,,,,,,,,
1969-12-19T00:00:00,454.0,GHCND:USW00013743,0.0,0.0,0.0,45.0,34.0,,,,,,90.0,,,,,,,,,,,
1969-12-20T00:00:00,1124.0,GHCND:USW00013743,0.0,0.0,0.0,40.0,28.0,,,,,,390.0,,,,,,,,,,,
1969-12-21T00:00:00,1148.0,GHCND:USW00013743,0.0,0.0,0.0,42.0,20.0,,,1.0,1.0,,132.0,,,,,,,,,,,
1969-12-22T00:00:00,1054.0,GHCND:USW00013743,1.61,1.1,0.0,39.0,28.0,,1.0,1.0,1.0,,12.0,,,,,,,,,,,
1969-12-23T00:00:00,106.0,GHCND:USW00013743,0.0,0.0,0.0,32.0,24.0,,,,1.0,,66.0,,,,,,,,,,,
1969-12-24T00:00:00,1142.0,GHCND:USW00013743,0.0,0.0,0.0,35.0,25.0,,,,1.0,,84.0,,,,,,,,,,,
1969-12-25T00:00:00,2354.0,GHCND:USW00013743,0.65,4.3,0.0,31.0,20.0,,,1.0,1.0,,0.0,,,,,,,,,,,
1969-12-26T00:00:00,2112.0,GHCND:USW00013743,0.5,0.8,3.0,36.0,29.0,1.0,1.0,1.0,1.0,,12.0,,,,,,,,,,,
1969-12-27T00:00:00,1154.0,GHCND:USW00013743,0.0,0.0,2.0,38.0,30.0,,,,,,570.0,,,,,,,,,,,
1969-12-28T00:00:00,12.0,GHCND:USW00013743,0.0,0.0,2.0,42.0,29.0,,,,,,558.0,,,,,,,,,,,
1969-12-29T00:00:00,6.0,GHCND:USW00013743,0.08,0.0,1.0,42.0,30.0,,,1.0,,,210.0,,,,,,,,,,,
1969-12-30T00:00:00,1806.0,GHCND:USW00013743,1.03,0.0,0.0,37.0,34.0,,1.0,1.0,,,0.0,,,,,,,,,,,
1970-10-01T00:00:00,842.0,GHCND:USW00013743,0.0,0.0,0.0,73.0,50.0,1.0,1.0,,,,666.0,,,,,,,,,,,
1970-10-02T00:00:00,1230.0,GHCND:USW00013743,0.0,0.0,0.0,75.0,51.0,1.0,1.0,,,,534.0,,,,,,,,,,,
1970-10-03T00:00:00,1336.0,GHCND:USW00013743,0.0,0.0,0.0,86.0,55.0,1.0,,1.0,,,474.0,,,,,,,,,,,
1970-10-04T00:00:00,1148.0,GHCND:USW00013743,0.0,0.0,0.0,68.0,48.0,,,,,,666.0,,,,,,,,,,,
1970-10-05T00:00:00,1030.0,GHCND:USW00013743,0.0,0.0,0.0,74.0,42.0,,,,,,696.0,,,,,,,,,,,
1970-10-06T00:00:00,1424.0,GHCND:USW00013743,0.0,0.0,0.0,79.0,48.0,1.0,,,,,678.0,,,,,,,,,,,
1970-10-07T00:00:00,1512.0,GHCND:USW00013743,0.0,0.0,0.0,81.0,54.0,1.0,1.0,,,,654.0,,,,,,,,,,,
1970-10-08T00:00:00,1630.0,GHCND:USW00013743,0.0,0.0,0.0,77.0,58.0,1.0,1.0,,,,492.0,,,,,,,,,,,
1970-10-09T00:00:00,1518.0,GHCND:USW00013743,0.0,0.0,0.0,79.0,62.0,1.0,1.0,,,,348.0,,,,,,,,,,,
1970-10-10T00:00:00,1200.0,GHCND:USW00013743,0.0,0.0,0.0,81.0,64.0,1.0,1.0,1.0,,,258.0,,,,,,,,,,,
1970-10-11T00:00:00,830.0,GHCND:USW00013743,0.0,0.0,0.0,80.0,66.0,1.0,1.0,,,,204.0,,,,,,,,,,,
1970-10-12T00:00:00,1248.0,GHCND:USW00013743,0.0,0.0,0.0,79.0,65.0,1.0,1.0,,,,468.0,,,,,,,,,,,
1970-10-13T00:00:00,1524.0,GHCND:USW00013743,0.0,0.0,0.0,79.0,63.0,1.0,1.0,,,,312.0,,,,,,,,,,,
1970-10-14T00:00:00,1230.0,GHCND:USW00013743,0.0,0.0,0.0,81.0,65.0,1.0,1.0,1.0,,,264.0,,,,,,,,,,,
1970-10-15T00:00:00,2248.0,GHCND:USW00013743,0.36,0.0,0.0,73.0,60.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,
1970-10-16T00:00:00,1454.0,GHCND:USW00013743,0.11,0.0,0.0,61.0,45.0,,1.0,1.0,,,306.0,,,,,,,,,,,
1970-10-17T00:00:00,1254.0,GHCND:USW00013743,0.0,0.0,0.0,58.0,39.0,,,,,,534.0,,,,,,,,,,,
1970-10-18T00:00:00,1054.0,GHCND:USW00013743,0.0,0.0,0.0,69.0,45.0,,,,,,666.0,,,,,,,,,,,
1970-10-19T00:00:00,918.0,GHCND:USW00013743,0.0,0.0,0.0,71.0,42.0,,,,,,642.0,,,,,,,,,,,
1970-10-20T00:00:00,1254.0,GHCND:USW00013743,0.0,0.0,0.0,63.0,51.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,
1970-10-21T00:00:00,1824.0,GHCND:USW00013743,1.08,0.0,0.0,64.0,57.0,,1.0,1.0,,,0.0,,,,,,,,,,,
1970-10-22T00:00:00,1648.0,GHCND:USW00013743,0.1,0.0,0.0,73.0,63.0,,1.0,1.0,,,72.0,,,,,,,,,,,
1970-10-23T00:00:00,442.0,GHCND:USW00013743,0.0,0.0,0.0,68.0,60.0,,,1.0,,,0.0,,,,,,,,,,,
1970-10-24T00:00:00,830.0,GHCND:USW00013743,0.0,0.0,0.0,71.0,51.0,1.0,1.0,,,,390.0,,,,,,,,,,,
1970-10-25T00:00:00,2324.0,GHCND:USW00013743,0.0,0.0,0.0,72.0,56.0,1.0,1.0,,,,114.0,,,,,,,,,,,
1970-10-26T00:00:00,1618.0,GHCND:USW00013743,0.0,0.0,0.0,65.0,57.0,,,1.0,,,222.0,,,,,,,,,,,
1970-10-27T00:00:00,854.0,GHCND:USW00013743,0.0,0.0,0.0,58.0,52.0,,,,,,6.0,,,,,,,,,,,
1970-10-28T00:00:00,636.0,GHCND:USW00013743,0.0,0.0,0.0,58.0,50.0,,,,,,0.0,,,,,,,,,,,
1970-10-29T00:00:00,1024.0,GHCND:USW00013743,0.01,0.0,0.0,61.0,50.0,,,1.0,,,6.0,,,,,,,,,,,
1970-10-30T00:00:00,1630.0,GHCND:USW00013743,0.29,0.0,0.0,59.0,53.0,,1.0,1.0,,,0.0,,,,,,,,,,,
1970-10-31T00:00:00,106.0,GHCND:USW00013743,0.1,0.0,0.0,62.0,55.0,,,1.0,,,0.0,,,,,,,,,,,
1970-11-01T00:00:00,2348.0,GHCND:USW00013743,0.0,0.0,0.0,67.0,54.0,,,,,,270.0,,,,,,,,,,,
1970-11-02T00:00:00,830.0,GHCND:USW00013743,0.0,0.0,0.0,66.0,55.0,,,,,,36.0,,,,,,,,,,,
1970-11-03T00:00:00,1136.0,GHCND:USW00013743,0.44,0.0,0.0,60.0,48.0,,1.0,1.0,,,78.0,,,,,,,,,,,
1970-11-04T00:00:00,1542.0,GHCND:USW00013743,2.3,0.0,0.0,52.0,40.0,,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,
1970-11-05T00:00:00,1818.0,GHCND:USW00013743,0.14,0.0,0.0,58.0,46.0,,1.0,1.0,,,150.0,,,,,,,,,,,
1970-11-06T00:00:00,36.0,GHCND:USW00013743,0.0,0.0,0.0,60.0,39.0,,,,,,558.0,,,,,,,,,,,
1970-11-07T00:00:00,842.0,GHCND:USW00013743,0.0,0.0,0.0,66.0,42.0,,,,,,426.0,,,,,,,,,,,
1970-11-08T00:00:00,854.0,GHCND:USW00013743,0.0,0.0,0.0,65.0,42.0,,1.0,,,,618.0,,,,,,,,,,,
1970-11-09T00:00:00,1236.0,GHCND:USW00013743,0.0,0.0,0.0,61.0,52.0,1.0,1.0,,,,6.0,,,,,,,,,,,
1970-11-10T00:00:00,206.0,GHCND:USW00013743,0.37,0.0,0.0,64.0,51.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,
1970-11-11T00:00:00,1842.0,GHCND:USW00013743,0.96,0.0,0.0,64.0,58.0,,1.0,1.0,,,0.0,,,,,,,,,,,
1970-11-12T00:00:00,2018.0,GHCND:USW00013743,0.12,0.0,0.0,64.0,59.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,
1970-11-13T00:00:00,1348.0,GHCND:USW00013743,0.34,0.0,0.0,60.0,53.0,1.0,1.0,1.0,,,6.0,,,,,,,,,,,
1970-11-14T00:00:00,2324.0,GHCND:USW00013743,0.59,0.0,0.0,58.0,53.0,,1.0,1.0,,,18.0,,,,,,,,,,,
1970-11-15T00:00:00,1918.0,GHCND:USW00013743,0.32,0.0,0.0,59.0,45.0,,1.0,1.0,,,0.0,,,,,,,,,,,
1970-11-16T00:00:00,542.0,GHCND:USW00013743,0.0,0.0,0.0,48.0,35.0,,,,,,462.0,,,,,,,,,,,
1970-11-17T00:00:00,1342.0,GHCND:USW00013743,0.0,0.0,0.0,49.0,31.0,,,,,,600.0,,,,,,,,,,,
1970-11-18T00:00:00,1506.0,GHCND:USW00013743,0.0,0.0,0.0,49.0,32.0,1.0,1.0,1.0,,,24.0,,,,,,,,,,,
1970-11-19T00:00:00,1018.0,GHCND:USW00013743,0.0,0.0,0.0,58.0,39.0,1.0,,1.0,,,576.0,,,,,,,,,,,
1970-11-20T00:00:00,1642.0,GHCND:USW00013743,0.19,0.0,0.0,60.0,46.0,1.0,,1.0,,,0.0,,,,,,,,,,,
1970-11-21T00:00:00,142.0,GHCND:USW00013743,0.0,0.0,0.0,55.0,37.0,,,,,,528.0,,,,,,,,,,,
1970-11-22T00:00:00,1118.0,GHCND:USW00013743,0.0,0.0,0.0,60.0,36.0,,,1.0,,,546.0,,,,,,,,,,,
1970-11-23T00:00:00,1336.0,GHCND:USW00013743,0.0,0.0,0.0,53.0,22.0,,,,,,54.0,,,,,,,,,,,
1970-11-24T00:00:00,6.0,GHCND:USW00013743,0.0,0.0,0.0,39.0,20.0,,,,,,588.0,,,,,,,,,,,
1970-11-25T00:00:00,254.0,GHCND:USW00013743,0.0,0.0,0.0,35.0,21.0,,,,,,222.0,,,,,,,,,,,
1970-11-26T00:00:00,136.0,GHCND:USW00013743,0.0,0.0,0.0,44.0,31.0,,,,,,72.0,,,,,,,,,,,
1970-11-27T00:00:00,1854.0,GHCND:USW00013743,0.0,0.0,0.0,57.0,32.0,1.0,1.0,,,,102.0,,,,,,,,,,,
1970-11-28T00:00:00,1224.0,GHCND:USW00013743,0.0,0.0,0.0,59.0,38.0,1.0,,,,,162.0,,,,,,,,,,,
1970-11-29T00:00:00,1654.0,GHCND:USW00013743,0.0,0.0,0.0,57.0,45.0,1.0,1.0,1.0,,,6.0,,,,,,,,,,,
1970-11-30T00:00:00,1930.0,GHCND:USW00013743,0.0,0.0,0.0,65.0,41.0,1.0,1.0,,,,546.0,1.0,,,,,,,,,,
1970-12-01T00:00:00,2312.0,GHCND:USW00013743,0.0,0.0,0.0,55.0,38.0,1.0,,,,,294.0,,,,,,,,,,,
1970-12-02T00:00:00,1248.0,GHCND:USW00013743,0.0,0.0,0.0,73.0,43.0,1.0,,,,,498.0,,,,,,,,,,,
1970-12-03T00:00:00,2330.0,GHCND:USW00013743,0.0,0.0,0.0,62.0,38.0,1.0,1.0,1.0,,,162.0,,,,,,,,,,,
1970-12-04T00:00:00,1454.0,GHCND:USW00013743,0.04,0.0,0.0,62.0,39.0,,,1.0,,,414.0,,,,,,,,,,,
1970-12-05T00:00:00,0.0,GHCND:USW00013743,0.0,0.0,0.0,48.0,30.0,,,,,,402.0,,,,,,,,,,,
1970-12-06T00:00:00,1512.0,GHCND:USW00013743,0.0,0.0,0.0,46.0,30.0,,,,,,576.0,,,,,,,,,,,
1970-12-07T00:00:00,1448.0,GHCND:USW00013743,0.0,0.0,0.0,40.0,26.0,,,,,,552.0,,,,,,,,,,,
1970-12-08T00:00:00,1300.0,GHCND:USW00013743,0.0,0.0,0.0,40.0,24.0,,,,,,276.0,,,,,,,,,,,
1970-12-09T00:00:00,1600.0,GHCND:USW00013743,0.0,0.0,0.0,60.0,33.0,,,,,,336.0,,,,,,,,,,,
1970-12-10T00:00:00,1206.0,GHCND:USW00013743,0.0,0.0,0.0,58.0,36.0,,,,,,216.0,,,,,,,,,,,
1970-12-11T00:00:00,1542.0,GHCND:USW00013743,0.07,0.0,0.0,49.0,34.0,1.0,1.0,1.0,,,12.0,,,,,,,,,,,
1970-12-12T00:00:00,942.0,GHCND:USW00013743,0.32,0.0,0.0,42.0,39.0,,1.0,1.0,,,0.0,1.0,,,,,,,,,,
1970-12-13T00:00:00,1954.0,GHCND:USW00013743,0.0,0.0,0.0,45.0,38.0,,1.0,,,,6.0,,,,,,,,,,,
1970-12-14T00:00:00,206.0,GHCND:USW00013743,0.0,0.0,0.0,47.0,34.0,,,,,,378.0,,,,,,,,,,,
1970-12-15T00:00:00,900.0,GHCND:USW00013743,0.0,0.0,0.0,46.0,33.0,,,,,,546.0,,,,,,,,,,,
1970-12-16T00:00:00,2124.0,GHCND:USW00013743,1.0,0.0,0.0,49.0,30.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,
1970-12-17T00:00:00,1842.0,GHCND:USW00013743,0.02,0.0,0.0,55.0,42.0,,1.0,1.0,,,72.0,,,,,,,,,,,
1970-12-18T00:00:00,154.0,GHCND:USW00013743,0.0,0.0,0.0,51.0,37.0,,,,,,570.0,,,,,,,,,,,
1970-12-19T00:00:00,2254.0,GHCND:USW00013743,0.0,0.0,0.0,61.0,37.0,,,1.0,,,204.0,,,,,,,,,,,
1970-12-20T00:00:00,154.0,GHCND:USW00013743,0.0,0.0,0.0,52.0,37.0,,,,,,342.0,,,,,,,,,,,
1970-12-21T00:00:00,1636.0,GHCND:USW00013743,0.44,0.0,0.0,41.0,33.0,,1.0,1.0,1.0,,0.0,,,,,,,,,,,
1970-12-22T00:00:00,6.0,GHCND:USW00013743,0.82,0.0,0.0,43.0,35.0,,1.0,1.0,,,0.0,,,,,,,,,,,
1970-12-23T00:00:00,2318.0,GHCND:USW00013743,0.04,0.0,0.0,43.0,38.0,,1.0,1.0,,,0.0,1.0,,,,,,,,,,
1970-12-24T00:00:00,1124.0,GHCND:USW00013743,0.01,0.0,0.0,43.0,30.0,,1.0,1.0,,,570.0,,,,,,,,,,,
1970-12-25T00:00:00,436.0,GHCND:USW00013743,0.03,0.3,0.0,37.0,27.0,,,,1.0,,264.0,,,,,,,,,,,
1970-12-26T00:00:00,1112.0,GHCND:USW00013743,0.0,0.0,0.0,33.0,21.0,,,,1.0,,492.0,,,,,,,,,,,
1970-12-27T00:00:00,2000.0,GHCND:USW00013743,0.0,0.0,0.0,39.0,21.0,,,,1.0,,258.0,,,,,,,,,,,
1970-12-28T00:00:00,1012.0,GHCND:USW00013743,0.0,0.0,0.0,37.0,24.0,,,,,,564.0,,,,,,,,,,,
1970-12-29T00:00:00,1212.0,GHCND:USW00013743,0.0,0.0,0.0,36.0,21.0,,,,,,564.0,,,,,,,,,,,
1970-12-30T00:00:00,924.0,GHCND:USW00013743,0.0,0.0,0.0,38.0,21.0,,,,,,570.0,,,,,,,,,,,
1971-10-01T00:00:00,912.0,GHCND:USW00013743,0.07,0.0,0.0,72.0,66.0,1.0,1.0,1.0,,,6.0,,,,,,,,,,,
1971-10-02T00:00:00,1324.0,GHCND:USW00013743,0.41,0.0,0.0,80.0,68.0,1.0,1.0,1.0,,,54.0,,,,,,,,,,,
1971-10-03T00:00:00,2100.0,GHCND:USW00013743,0.0,0.0,0.0,83.0,66.0,1.0,,1.0,,,528.0,,,,,,,,,,,
1971-10-04T00:00:00,0.0,GHCND:USW00013743,0.0,0.0,0.0,73.0,65.0,1.0,,1.0,,,78.0,,,,,,,,,,,
1971-10-05T00:00:00,2300.0,GHCND:USW00013743,0.36,0.0,0.0,78.0,65.0,1.0,1.0,1.0,,1.0,96.0,,,,,,,,,,,
1971-10-06T00:00:00,1324.0,GHCND:USW00013743,0.01,0.0,0.0,78.0,61.0,,1.0,1.0,,,588.0,,,,,,,,,,,
1971-10-07T00:00:00,1430.0,GHCND:USW00013743,0.0,0.0,0.0,68.0,51.0,,,,,,516.0,,,,,,,,,,,
1971-10-08T00:00:00,1554.0,GHCND:USW00013743,0.0,0.0,0.0,65.0,46.0,,,,,,666.0,,,,,,,,,,,
1971-10-09T00:00:00,830.0,GHCND:USW00013743,0.16,0.0,0.0,69.0,53.0,,1.0,1.0,,,30.0,,,,,,,,,,,
1971-10-10T00:00:00,1618.0,GHCND:USW00013743,2.15,0.0,0.0,62.0,54.0,,1.0,1.0,,,0.0,,,,,,,,,,,
1971-10-11T00:00:00,1430.0,GHCND:USW00013743,0.0,0.0,0.0,68.0,47.0,,,,,,684.0,,,,,,,,,,,
1971-10-12T00:00:00,1124.0,GHCND:USW00013743,0.0,0.0,0.0,72.0,49.0,,,,,,684.0,,,,,,,,,,,
1971-10-13T00:00:00,1412.0,GHCND:USW00013743,0.0,0.0,0.0,74.0,53.0,1.0,,,,,300.0,,,,,,,,,,,
1971-10-14T00:00:00,1712.0,GHCND:USW00013743,0.0,0.0,0.0,77.0,58.0,1.0,1.0,,,,414.0,,,,,,,,,,,
1971-10-15T00:00:00,1418.0,GHCND:USW00013743,0.0,0.0,0.0,77.0,53.0,1.0,1.0,,,,630.0,,,,,,,,,,,
